TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1546461587783	118.351151	-0.060170	-0.606354	0.980304	-0.012592	-0.005291	0.197020	1.000000	0.500000	0.000000	1	0	3021.035645	8.855273	img__0_1546461587780078600.png
1546461587861	118.872505	0.204993	-0.606362	0.975829	-0.012726	-0.005367	0.218100	1.000000	0.500000	0.000000	1	0	3293.793457	8.780377	img__0_1546461587858136900.png
1546461587942	119.319305	0.455969	-0.606561	0.971458	-0.012653	-0.005388	0.236811	1.000000	0.500000	0.000000	1	0	3540.088867	8.722740	img__0_1546461587939092100.png
1546461588020	119.732086	0.703030	-0.606526	0.967493	-0.012166	-0.005011	0.252555	1.000000	0.000000	0.000000	1	0	3769.673828	8.712901	img__0_1546461588015957900.png
1546461588095	120.138718	0.946045	-0.606505	0.965186	-0.010746	-0.004422	0.261305	1.000000	0.000000	0.000000	1	0	3988.109375	8.718115	img__0_1546461588092306200.png
1546461588174	120.552353	1.188912	-0.605365	0.964361	-0.008455	-0.003061	0.264439	1.000000	0.000000	0.000000	1	0	4196.831543	8.731918	img__0_1546461588168264900.png
1546461588247	120.961304	1.434145	-0.606948	0.963716	-0.006676	-0.001661	0.266840	1.000000	0.500000	0.000000	1	0	4400.327148	8.753224	img__0_1546461588244441500.png
1546461588325	121.374283	1.695504	-0.608158	0.962197	-0.006116	-0.000891	0.272284	1.000000	0.500000	0.000000	1	0	4595.306641	8.779264	img__0_1546461588322683200.png
1546461588403	121.778862	1.969198	-0.607884	0.959442	-0.006194	-0.001014	0.281836	1.000000	0.500000	0.000000	1	0	4772.954102	8.820662	img__0_1546461588398306700.png
1546461588471	122.168953	2.256157	-0.607977	0.955252	-0.006923	-0.001149	0.295711	1.000000	0.500000	0.000000	0	0	4960.417969	8.874219	img__0_1546461588467812800.png
1546461588550	122.548759	2.558145	-0.608062	0.950040	-0.007678	-0.001640	0.312030	1.000000	0.500000	0.000000	0	0	4862.937500	8.852282	img__0_1546461588546628400.png
1546461588628	122.930748	2.884263	-0.609154	0.944049	-0.007739	-0.002477	0.329705	1.000000	0.500000	0.000000	0	0	4770.712891	8.832338	img__0_1546461588624647100.png
1546461588709	123.286049	3.212607	-0.610466	0.937884	-0.008448	-0.003536	0.346828	1.000000	0.500000	0.000000	2	0	4407.325195	8.816711	img__0_1546461588706478100.png
1546461588784	123.636810	3.560519	-0.610350	0.931132	-0.009533	-0.003242	0.364542	1.000000	0.500000	0.000000	2	0	4409.497559	8.988186	img__0_1546461588779971100.png
1546461588856	123.979156	3.926107	-0.610571	0.924063	-0.010197	-0.003406	0.382089	1.000000	0.500000	0.000000	2	0	4414.719238	9.162383	img__0_1546461588854176000.png
1546461588941	124.314957	4.311618	-0.610531	0.916642	-0.010630	-0.003607	0.399551	1.000000	0.500000	0.000000	2	0	4438.812012	9.329435	img__0_1546461588938823800.png
1546461589024	124.660820	4.738556	-0.609423	0.908518	-0.010387	-0.004016	0.417696	1.000000	0.500000	0.000000	2	0	4449.701660	9.511736	img__0_1546461589020635200.png
1546461589109	125.000153	5.193988	-0.608011	0.899920	-0.010579	-0.004944	0.435898	1.000000	0.500000	0.000000	2	0	4458.063477	9.689287	img__0_1546461589106023200.png
1546461589186	125.317291	5.654208	-0.608334	0.891200	-0.011091	-0.005043	0.453447	1.000000	0.500000	0.000000	2	0	4488.048828	9.850726	img__0_1546461589182012200.png
1546461589273	125.627861	6.139980	-0.605527	0.882066	-0.009842	-0.005850	0.470986	1.000000	0.500000	0.000000	2	0	4499.229980	10.025038	img__0_1546461589269508600.png
1546461589360	125.927208	6.650848	-0.604357	0.872441	-0.009270	-0.005136	0.488604	1.000000	0.500000	0.000000	2	0	4533.866699	10.191783	img__0_1546461589357132900.png
1546461589450	126.216034	7.194115	-0.600485	0.862467	-0.010190	-0.006509	0.505969	1.000000	0.500000	0.000000	2	0	4547.984863	10.365244	img__0_1546461589446166000.png
1546461589537	126.489677	7.757074	-0.600662	0.852034	-0.010730	-0.007097	0.523328	1.000000	0.500000	0.000000	2	0	4569.733887	10.530855	img__0_1546461589534276900.png
1546461589627	126.750908	8.344701	-0.597884	0.841106	-0.010281	-0.005780	0.540742	1.000000	0.500000	0.000000	2	0	4593.521973	10.715233	img__0_1546461589623616500.png
1546461589717	126.994423	8.964705	-0.595225	0.829457	-0.011714	-0.005731	0.558419	1.000000	0.500000	0.000000	2	0	4619.949219	10.883842	img__0_1546461589712701700.png
1546461589806	127.218239	9.607358	-0.595412	0.817698	-0.012224	-0.006246	0.575484	1.000000	0.500000	0.000000	2	0	4648.328125	11.044756	img__0_1546461589804384300.png
1546461589897	127.416710	10.257114	-0.595550	0.805988	-0.012441	-0.006711	0.591763	1.000000	0.500000	0.000000	2	0	4678.981934	11.214606	img__0_1546461589894328500.png
1546461589986	127.601082	10.959512	-0.595650	0.793460	-0.012508	-0.007148	0.608452	1.000000	0.500000	0.000000	2	0	4709.424805	11.377711	img__0_1546461589984301600.png
