TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545799377279	128.038574	-9.448710	-0.605865	0.661357	-0.004625	-0.004598	0.750042	0.000000	0.500000	0.000000	0	0	3283.182129	11.840615	img__0_1545799377266236100.png
1545799377392	127.908142	-8.676057	-0.605782	0.646307	-0.005477	-0.006247	0.763032	0.000000	0.500000	0.000000	1	0	2958.707764	11.671457	img__0_1545799377389214000.png
1545799377515	127.751114	-7.920363	-0.605655	0.630940	-0.005966	-0.007830	0.775769	0.000000	0.500000	0.000000	1	0	2683.009766	11.485311	img__0_1545799377511924800.png
1545799377645	127.567009	-7.184096	-0.605491	0.615269	-0.006219	-0.009275	0.788238	0.000000	0.500000	0.000000	1	0	2449.015381	11.282223	img__0_1545799377638710300.png
1545799377774	127.356522	-6.469326	-0.605398	0.599087	-0.006314	-0.010443	0.800591	0.000000	0.500000	0.000000	1	0	2250.543213	11.064588	img__0_1545799377770816700.png
1545799377917	127.120384	-5.778044	-0.605720	0.582586	-0.006473	-0.011367	0.812663	0.000000	0.500000	0.000000	1	0	2082.753418	10.833250	img__0_1545799377908189800.png
1545799378050	126.860023	-5.111967	-0.606718	0.565736	-0.006835	-0.012144	0.824469	-1.000000	0.500000	0.000000	-1	0	1837.369019	10.595306	img__0_1545799378046984200.png
1545799378206	126.581879	-4.475287	-0.606863	0.549653	-0.006217	-0.012691	0.835273	-1.000000	0.500000	0.000000	-1	0	1618.225708	10.113176	img__0_1545799378201737300.png
1545799378334	126.292351	-3.876912	-0.606553	0.535135	-0.005442	-0.013039	0.844648	-1.000000	0.500000	0.000000	-1	0	1652.425293	9.715226	img__0_1545799378332001300.png
1545799378487	125.993484	-3.317888	-0.606835	0.520538	-0.004218	-0.013893	0.853715	-1.000000	0.500000	0.000000	-1	0	1762.313110	9.357978	img__0_1545799378483926100.png
1545799378634	125.682632	-2.791512	-0.607755	0.503474	-0.003300	-0.014315	0.863885	-1.000000	0.500000	0.000000	-1	0	1900.886963	9.057177	img__0_1545799378631318300.png
1545799378788	125.358505	-2.294089	-0.607791	0.484637	-0.002968	-0.014133	0.874596	-1.000000	0.500000	0.000000	-1	0	2016.070801	8.722235	img__0_1545799378783802700.png
1545799378955	125.026474	-1.829014	-0.607581	0.469089	-0.002700	-0.013900	0.883038	-1.000000	0.500000	0.000000	-1	0	2070.650879	8.275968	img__0_1545799378951686700.png
1545799379107	124.697029	-1.402023	-0.607496	0.453609	-0.001802	-0.013330	0.891099	-1.000000	0.500000	1.000000	-1	0	2072.003906	7.762474	img__0_1545799379103456800.png
1545799379285	124.372437	-1.017588	-0.607203	0.437404	-0.000870	-0.013066	0.899170	-1.000000	0.500000	1.000000	-1	0	2060.659668	6.936070	img__0_1545799379281766300.png
1545799379446	124.067215	-0.689681	-0.607002	0.420428	0.000278	-0.012994	0.907233	0.000000	0.500000	1.000000	0	0	2164.897217	6.123734	img__0_1545799379439550400.png
1545799379605	123.784706	-0.414603	-0.606848	0.404013	0.001352	-0.012733	0.914663	1.000000	0.500000	1.000000	0	0	2432.353271	5.310988	img__0_1545799379601316700.png
1545799379772	123.530106	-0.188944	-0.606898	0.388871	0.002846	-0.012052	0.921209	1.000000	0.500000	0.000000	0	0	2720.082275	4.563449	img__0_1545799379769421500.png
1545799379944	123.303802	-0.000706	-0.600566	0.375135	0.003755	-0.010345	0.926905	1.000000	0.500000	0.000000	0	0	3005.135498	4.182071	img__0_1545799379937171000.png
1545799380118	123.080742	0.169666	-0.599307	0.361179	0.003139	-0.008540	0.932452	1.000000	0.500000	0.000000	0	0	3287.306641	4.171754	img__0_1545799380115977400.png
1545799380278	122.851921	0.331240	-0.599631	0.346738	0.002511	-0.007063	0.937932	1.000000	0.500000	0.000000	0	0	3566.624756	4.165227	img__0_1545799380272733300.png
