TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1546453021147	-128.384155	81.340927	-0.607220	0.713522	-0.000590	0.000841	0.700632	1.000000	0.000000	0.000000	2	0	4218.667480	15.753299	img__0_1546453021144274700.png
1546453021222	-128.366074	82.330856	-0.607188	0.713517	-0.000951	0.000655	0.700637	1.000000	0.000000	0.000000	2	0	4351.367188	15.839954	img__0_1546453021219319700.png
1546453021297	-128.348083	83.334015	-0.608297	0.713496	-0.001165	-0.000076	0.700659	1.000000	0.000000	0.000000	2	0	4475.574707	15.934860	img__0_1546453021295211200.png
1546453021369	-128.329681	84.344337	-0.608436	0.713478	-0.001622	-0.000389	0.700675	1.000000	0.000000	0.000000	2	0	4594.146484	16.033836	img__0_1546453021366555700.png
1546453021439	-128.310364	85.360817	-0.607249	0.713465	-0.001188	-0.000422	0.700689	1.000000	0.000000	0.000000	2	0	4702.385254	16.141228	img__0_1546453021436145000.png
1546453021513	-128.291595	86.379784	-0.600448	0.713479	0.001361	-0.002770	0.700670	1.000000	0.000000	0.000000	2	0	4817.455078	16.244484	img__0_1546453021510664100.png
1546453021582	-128.272171	87.412186	-0.600406	0.713510	0.000884	-0.001281	0.700644	1.000000	0.000000	0.000000	2	0	4918.501465	16.357731	img__0_1546453021579847800.png
1546453021657	-128.253418	88.450890	-0.600615	0.713524	0.000825	-0.000839	0.700630	1.000000	0.000000	0.000000	0	0	4997.484375	16.383572	img__0_1546453021655242000.png
1546453021733	-128.234680	89.491676	-0.594966	0.713531	-0.000312	0.000529	0.700623	1.000000	0.000000	0.000000	0	0	4888.389160	16.377104	img__0_1546453021730111400.png
1546453021802	-128.215988	90.529930	-0.595065	0.713535	-0.000337	0.000578	0.700619	1.000000	0.000000	0.000000	3	0	4442.765137	16.363214	img__0_1546453021799949800.png
1546453021869	-128.197113	91.570366	-0.595267	0.713535	-0.000492	0.000731	0.700619	1.000000	0.000000	0.000000	3	0	4437.930664	16.518017	img__0_1546453021867259500.png
1546453021943	-128.178009	92.620758	-0.595436	0.713530	-0.000654	0.000874	0.700624	1.000000	0.000000	0.000000	3	0	4436.177246	16.670288	img__0_1546453021939786700.png
1546453022010	-128.158691	93.680702	-0.595567	0.713524	-0.000789	0.000981	0.700630	1.000000	0.000000	0.000000	3	0	4437.235840	16.820530	img__0_1546453022007437600.png
1546453022077	-128.139206	94.750275	-0.595667	0.713517	-0.000894	0.001058	0.700637	1.000000	0.000000	0.000000	3	0	4440.822266	16.968880	img__0_1546453022072231600.png
1546453022143	-128.119553	95.829063	-0.595742	0.713510	-0.000974	0.001112	0.700644	1.000000	0.000000	0.000000	3	0	4446.693359	17.115496	img__0_1546453022139143600.png
1546453022217	-128.099747	96.917030	-0.595799	0.713504	-0.001034	0.001150	0.700650	1.000000	0.000000	0.000000	3	0	4454.630859	17.260500	img__0_1546453022213411200.png
1546453022285	-128.079788	98.013969	-0.595842	0.713498	-0.001078	0.001177	0.700656	0.000000	0.000000	0.000000	3	0	4118.078613	17.400782	img__0_1546453022283494200.png
1546453022355	-128.059708	99.119469	-0.595860	0.713492	-0.001077	0.001161	0.700662	0.000000	0.000000	0.000000	3	0	3510.531982	17.513044	img__0_1546453022352746800.png
1546453022418	-128.039520	100.230827	-0.595841	0.713487	-0.000992	0.001064	0.700667	0.000000	0.000000	1.000000	3	0	2963.624512	17.536865	img__0_1546453022415626900.png
1546453022482	-128.020340	101.287643	-0.595721	0.713485	-0.000667	0.000726	0.700669	0.000000	0.000000	1.000000	3	0	2504.482178	17.417103	img__0_1546453022480790400.png
1546453022551	-128.000412	102.386093	-0.595499	0.713488	-0.000085	0.000129	0.700668	0.000000	0.000000	1.000000	3	0	2088.967529	17.141212	img__0_1546453022549567500.png
1546453022624	-127.980789	103.468140	-0.600590	0.713494	-0.000877	0.000933	0.700660	0.000000	0.000000	1.000000	3	0	1758.440552	16.807970	img__0_1546453022621408100.png
1546453022684	-127.961266	104.526268	-0.601437	0.713516	-0.000661	0.001077	0.700638	0.000000	0.000000	1.000000	3	0	1516.616943	16.425804	img__0_1546453022682440700.png
1546453022753	-127.943497	105.518555	-0.606300	0.713485	0.001350	-0.000912	0.700668	0.000000	0.000000	1.000000	0	0	1405.695313	16.033558	img__0_1546453022751645400.png
1546453022821	-127.925430	106.525688	-0.606225	0.713474	0.002295	-0.001858	0.700676	0.000000	0.000000	1.000000	0	0	1375.043823	15.632897	img__0_1546453022819279500.png
1546453022884	-127.907715	107.508316	-0.605848	0.713503	0.002656	-0.001988	0.700644	0.000000	-0.500000	1.000000	0	0	1345.063354	15.224957	img__0_1546453022881490000.png
