TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545799461508	-116.959412	126.500122	-0.606202	0.120035	0.000047	0.013814	-0.992673	1.000000	0.500000	0.000000	3	0	4352.278320	15.255578	img__0_1545799461506128300.png
1545799461580	-117.870010	126.264145	-0.606191	0.141105	-0.000528	0.015513	-0.989873	1.000000	0.500000	0.000000	3	0	4360.143555	15.351812	img__0_1545799461577538300.png
1545799461652	-118.726387	126.006958	-0.606177	0.161025	-0.001093	0.016826	-0.986806	1.000000	0.500000	0.000000	3	0	4369.981445	15.444629	img__0_1545799461646897800.png
1545799461726	-119.578163	125.715103	-0.606164	0.180954	-0.001675	0.017927	-0.983327	1.000000	0.500000	0.000000	3	0	4381.369141	15.534749	img__0_1545799461721722700.png
1545799461790	-120.423477	125.388237	-0.606152	0.200869	-0.002265	0.018836	-0.979434	1.000000	0.500000	0.000000	3	0	4388.024414	15.624923	img__0_1545799461787848200.png
1545799461861	-121.261864	125.025772	-0.608626	0.220678	-0.001886	0.019719	-0.975145	1.000000	0.500000	0.000000	3	0	4419.540527	15.702180	img__0_1545799461858973800.png
1545799461941	-122.089897	124.629684	-0.608538	0.239960	-0.002416	0.020256	-0.970568	1.000000	0.500000	0.000000	3	0	4435.067871	15.782031	img__0_1545799461938579500.png
1545799462013	-122.904449	124.198555	-0.610832	0.259045	-0.004156	0.020324	-0.965642	1.000000	0.500000	0.000000	3	0	4448.137207	15.864493	img__0_1545799462010682000.png
1545799462087	-123.708832	123.732788	-0.610907	0.279172	-0.004554	0.020696	-0.960007	1.000000	0.500000	0.000000	3	0	4463.820313	15.945560	img__0_1545799462084330600.png
1545799462170	-124.498535	123.231667	-0.610847	0.299057	-0.005121	0.021025	-0.953990	1.000000	0.500000	0.000000	3	0	4479.432617	16.026430	img__0_1545799462168242300.png
1545799462243	-125.278389	122.690826	-0.610795	0.318991	-0.005706	0.021308	-0.947501	1.000000	0.500000	0.000000	3	0	4495.481445	16.105446	img__0_1545799462240948000.png
1545799462331	-126.034225	122.119507	-0.610755	0.338667	-0.006283	0.021526	-0.940639	1.000000	0.500000	0.000000	3	0	4522.794922	16.177692	img__0_1545799462326973700.png
1545799462415	-126.770523	121.516121	-0.608533	0.357800	-0.007632	0.021120	-0.933528	1.000000	0.500000	0.000000	3	0	4535.871094	16.256002	img__0_1545799462409636500.png
1545799462496	-127.485535	120.876640	-0.608291	0.377457	-0.008346	0.021355	-0.925743	1.000000	0.500000	0.000000	3	0	4551.564941	16.335396	img__0_1545799462492471700.png
1545799462580	-128.196640	120.188835	-0.606068	0.398182	-0.007756	0.021511	-0.917021	1.000000	0.500000	1.000000	3	0	4555.876465	16.406607	img__0_1545799462577026300.png
1545799462675	-128.864090	119.483818	-0.605834	0.417826	-0.008546	0.021671	-0.908228	1.000000	0.500000	1.000000	3	0	4472.323730	16.415457	img__0_1545799462671654600.png
1545799462760	-129.537491	118.707100	-0.605807	0.438614	-0.009535	0.021680	-0.898363	1.000000	0.500000	1.000000	3	0	4301.133789	16.335806	img__0_1545799462756879600.png
1545799462857	-130.177155	117.895584	-0.607303	0.460493	-0.010157	0.022255	-0.887326	1.000000	0.500000	1.000000	3	0	4109.034180	16.186337	img__0_1545799462848430300.png
