TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1545932273622	68.168602	-1.452994	-0.605360	0.986773	0.011958	-0.003613	-0.161625	1.000000	-0.500000	0.000000	1	0	4007.219727	9.682449	img__0_1545932273620227900.png
1545932273706	68.762032	-1.695102	-0.605397	0.983010	0.012245	-0.003794	-0.183101	1.000000	-0.500000	0.000000	1	0	4287.182129	9.636794	img__0_1545932273702192100.png
1545932273749	69.056221	-1.826603	-0.605644	0.981024	0.012505	-0.003050	-0.193459	1.000000	-0.500000	0.000000	1	0	4424.500000	9.512686	img__0_1545932273746636300.png
1545932273794	69.341530	-1.962020	-0.605432	0.978798	0.012386	-0.003968	-0.204416	1.000000	-0.500000	0.000000	1	0	4557.080078	9.604202	img__0_1545932273792474600.png
1545932273844	69.628677	-2.105966	-0.605722	0.976586	0.012629	-0.003194	-0.214731	1.000000	-0.500000	0.000000	1	0	4690.305176	9.483613	img__0_1545932273841309400.png
1545932273895	69.906868	-2.253693	-0.605747	0.974100	0.012542	-0.004023	-0.225733	1.000000	-0.500000	0.000000	1	0	4817.669434	9.583649	img__0_1545932273890033900.png
1545932273979	70.457733	-2.569496	-0.605979	0.968930	0.012690	-0.004136	-0.246974	1.000000	-0.500000	0.000000	1	0	5067.084473	9.578996	img__0_1545932273976439900.png
1545932274031	70.730331	-2.737897	-0.606337	0.966242	0.012987	-0.003335	-0.257287	1.000000	-0.500000	0.000000	1	0	5188.089844	9.477062	img__0_1545932274027401500.png
1545932274075	70.994156	-2.908699	-0.605660	0.963336	0.012596	-0.004449	-0.267965	1.000000	-0.500000	0.000000	1	0	5303.787109	9.593283	img__0_1545932274071970900.png
1545932274167	71.777145	-3.461012	-0.605964	0.954696	0.012320	-0.003621	-0.297305	1.000000	0.000000	0.000000	1	0	5644.420410	9.548870	img__0_1545932274164024900.png
1545932274240	72.032997	-3.647894	-0.605956	0.952588	0.011417	-0.004399	-0.304016	1.000000	-0.500000	0.000000	1	0	5750.039063	9.691310	img__0_1545932274238408500.png
1545932274284	72.292305	-3.842486	-0.606365	0.950825	0.011214	-0.003368	-0.309508	1.000000	0.000000	0.000000	1	0	5858.142578	9.605973	img__0_1545932274282209800.png
1545932274328	72.547119	-4.034154	-0.606208	0.949400	0.010177	-0.004022	-0.313878	1.000000	0.000000	0.000000	0	0	5984.995605	9.762628	img__0_1545932274326285700.png
1545932274406	73.075348	-4.440614	-0.637428	0.947981	0.019170	0.009541	-0.317605	1.000000	-0.500000	0.000000	0	0	5847.753906	9.702856	img__0_1545932274404799600.png
1545932274465	73.578171	-4.837621	-0.630455	0.945812	0.022082	0.004412	-0.323932	1.000000	-0.500000	0.000000	0	0	5713.659180	9.693373	img__0_1545932274456178400.png
1545932274501	73.578171	-4.837621	-0.630455	0.945812	0.022082	0.004412	-0.323932	1.000000	-0.500000	0.000000	0	0	5713.659180	9.693373	img__0_1545932274498413400.png
1545932274586	74.071724	-5.247250	-0.629417	0.942071	0.023416	0.002427	-0.334586	1.000000	-0.500000	0.000000	2	0	5201.799805	9.811297	img__0_1545932274582659000.png
1545932274628	74.315567	-5.466132	-0.629461	0.938947	0.024451	0.002574	-0.343182	1.000000	-0.500000	0.000000	2	0	5198.064941	9.794833	img__0_1545932274626740300.png
