TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1546453015237	-127.164391	20.845472	-0.606219	0.671707	-0.000970	0.000881	0.740816	1.000000	0.000000	0.000000	2	0	3244.470215	7.706521	img__0_1546453015235163100.png
1546453015332	-127.214325	21.357138	-0.606263	0.672119	-0.001143	0.001062	0.740442	1.000000	0.000000	0.000000	2	0	3288.162842	7.916092	img__0_1546453015329093900.png
1546453015422	-127.265594	21.880728	-0.606431	0.671754	-0.001027	0.000909	0.740773	1.000000	0.000000	0.000000	2	0	3353.300781	8.094797	img__0_1546453015418909000.png
1546453015514	-127.317635	22.412405	-0.600446	0.671740	0.000596	-0.001402	0.740786	1.000000	0.000000	0.000000	2	0	3399.202881	8.289136	img__0_1546453015511474800.png
1546453015606	-127.370865	22.961287	-0.600675	0.671589	0.000566	-0.000846	0.740923	1.000000	0.000000	0.000000	2	0	3450.040527	8.479229	img__0_1546453015603380600.png
1546453015701	-127.426033	23.522585	-0.600812	0.671724	0.000576	-0.000648	0.740801	1.000000	0.000000	0.000000	2	0	3496.232178	8.672327	img__0_1546453015698350100.png
1546453015790	-127.480507	24.096754	-0.600885	0.672148	0.000704	-0.000431	0.740417	1.000000	-0.500000	0.000000	2	0	3548.762695	8.831163	img__0_1546453015787624100.png
1546453015883	-127.521423	24.688425	-0.594805	0.676935	-0.001091	0.001864	0.736040	1.000000	-0.500000	0.000000	2	0	3609.614502	9.018959	img__0_1546453015879931000.png
1546453015970	-127.545433	25.286982	-0.595386	0.685171	0.000384	0.002726	0.728377	1.000000	0.000000	0.000000	0	0	3704.550537	8.980342	img__0_1546453015967228000.png
1546453016062	-127.578377	25.884590	-0.595479	0.687597	0.000441	0.002448	0.726089	1.000000	0.000000	0.000000	0	0	3619.601318	8.981664	img__0_1546453016058635300.png
1546453016153	-127.611053	26.480957	-0.595463	0.688009	0.000529	0.001950	0.725699	1.000000	0.000000	0.000000	1	0	3398.464355	8.962267	img__0_1546453016150157000.png
1546453016246	-127.642807	27.072460	-0.595345	0.688152	0.000790	0.001239	0.725565	1.000000	0.000000	0.000000	1	0	3677.005859	8.956712	img__0_1546453016241579100.png
1546453016337	-127.674286	27.663443	-0.595302	0.688258	0.000815	0.000762	0.725466	1.000000	0.000000	0.000000	1	0	3948.593018	8.940176	img__0_1546453016333120500.png
1546453016428	-127.705811	28.253958	-0.595306	0.688422	0.000701	0.000447	0.725310	1.000000	0.000000	0.000000	1	0	4231.044434	8.914718	img__0_1546453016423391000.png
1546453016508	-127.737358	28.841919	-0.595278	0.688386	0.000687	0.000124	0.725344	1.000000	0.000000	0.000000	1	0	4504.722656	8.886644	img__0_1546453016506667400.png
1546453016603	-127.768890	29.429121	-0.595298	0.688466	0.000574	-0.000016	0.725268	1.000000	0.000000	0.000000	1	0	4767.316895	8.886520	img__0_1546453016599391200.png
1546453016693	-127.800301	30.015804	-0.595295	0.688519	0.000547	-0.000148	0.725218	1.000000	0.000000	0.000000	1	0	5019.283691	8.887860	img__0_1546453016689206300.png
1546453016787	-127.829712	30.603672	-0.595331	0.689183	0.000550	-0.000036	0.724587	1.000000	-0.500000	0.000000	1	0	5258.716797	8.912527	img__0_1546453016781023000.png
1546453016875	-127.843910	31.193455	-0.595348	0.693983	0.001232	0.000683	0.719990	1.000000	0.000000	0.000000	1	0	5482.246582	8.951515	img__0_1546453016871480200.png
1546453016964	-127.858833	31.787016	-0.595404	0.696995	0.001192	0.000891	0.717075	1.000000	0.000000	0.000000	1	0	5697.125977	9.019056	img__0_1546453016960410700.png
1546453017053	-127.876167	32.384460	-0.595426	0.697593	0.000971	0.000753	0.716493	1.000000	0.000000	0.000000	1	0	5901.417480	9.089324	img__0_1546453017050362000.png
1546453017147	-127.893074	32.987675	-0.595482	0.697725	0.000679	0.000720	0.716365	1.000000	0.000000	0.000000	1	0	6092.002441	9.191653	img__0_1546453017140622600.png
1546453017227	-127.909775	33.597675	-0.595522	0.697732	0.000437	0.000668	0.716358	1.000000	0.000000	0.000000	1	0	6264.357910	9.312926	img__0_1546453017223527000.png
1546453017317	-127.926521	34.216995	-0.595596	0.697692	0.000125	0.000721	0.716398	1.000000	0.000000	0.000000	1	0	6418.836914	9.471719	img__0_1546453017314332300.png
1546453017412	-127.943436	34.846886	-0.595652	0.697607	-0.000119	0.000753	0.716481	1.000000	0.000000	0.000000	0	0	6467.448242	9.431998	img__0_1546453017405640800.png
1546453017499	-127.960182	35.475243	-0.595659	0.697628	-0.000208	0.000675	0.716460	1.000000	0.000000	0.000000	0	0	6319.143066	9.430951	img__0_1546453017496417500.png
1546453017583	-127.976891	36.102779	-0.595614	0.697620	-0.000152	0.000494	0.716468	1.000000	0.000000	0.000000	2	0	5781.983398	9.415036	img__0_1546453017580560900.png
1546453017672	-127.993614	36.730824	-0.595621	0.697626	-0.000215	0.000460	0.716462	1.000000	0.000000	0.000000	2	0	5730.214355	9.689734	img__0_1546453017669525900.png
1546453017753	-128.010788	37.376629	-0.595689	0.697620	-0.000431	0.000602	0.716467	1.000000	0.000000	0.000000	2	0	5682.102051	9.941693	img__0_1546453017751313500.png
1546453017847	-128.028458	38.039776	-0.595787	0.697613	-0.000710	0.000824	0.716474	1.000000	0.000000	0.000000	2	0	5634.540039	10.204356	img__0_1546453017841338500.png
1546453017931	-128.046600	38.720081	-0.600847	0.697605	-0.001996	0.002042	0.716477	1.000000	0.000000	0.000000	2	0	5644.730469	10.398184	img__0_1546453017928476800.png
1546453018020	-128.065109	39.413765	-0.601217	0.697596	-0.002504	0.002514	0.716482	1.000000	0.000000	0.000000	2	0	5633.527832	10.628749	img__0_1546453018016122000.png
